Country,State,Year,City Name,Location Name,"Number Of Monitoring Days (UOM:Number), Scaling Factor:1","Minimum Concentration Of Nitrogen Dioxide (No2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Maximum Concentration Of Nitrogen Dioxide (No2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Concentration Of Nitrogen Dioxide (No2) (Annual Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1"
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Mettur,,,,,21
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Nagercoil,,,,,15
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Ooty,,,,,9
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Palkalaiperur,,,,,3
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Perambalur,,,,,14
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Ramanathapuram,,,,,3
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Sivagangai,,,,,19
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Theni,,,,,17
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Tirupur,,,,,18
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Tiruvannamalai,,,,,14
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Tiruvarur,,,,,16
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Trichy,,,,,15
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Tuticorin,,,,,14
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Vellore,,,,,10
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Villupuram,,,,,16
India,Telangana,"Calendar Year (Jan - Dec), 2023",Choutupal,,,,,36
India,Telangana,"Calendar Year (Jan - Dec), 2023",Hyderabad,,,,,16
India,Telangana,"Calendar Year (Jan - Dec), 2023",Khammam,,,,,31
India,Telangana,"Calendar Year (Jan - Dec), 2023",Sangareddy,,,,,32
India,Tripura,"Calendar Year (Jan - Dec), 2023",Agartala,,,,,12
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Agra,,,,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Aligarh,,,,,24
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Allahabad,,,,,17
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Anpara,,,,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Ayodhya,,,,,22
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Baghpat,,,,,29
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Bareilly,,,,,25
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Bulandshahr,,,,,34
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Firozabad,,,,,22
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Gajroula,,,,,23
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Ghaziabad,,,,,46
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Gorakhpur,,,,,5
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Greater Noida,,,,,50
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Hapur,,,,,27
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Jhansi,,,,,21
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Kanpur,,,,,42
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Khurja,,,,,23
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Lucknow,,,,,25
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Mathura,,,,,28
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Meerut,,,,,32
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Moradabad,,,,,16
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Muzaffarnagar,,,,,29
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Noida,,,,,53
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Raibareli,,,,,12
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Unnao,,,,,26
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Varanasi,,,,,19
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023",Vrindavan,,,,,5
India,Uttarakhand,"Calendar Year (Jan - Dec), 2023",Dehradun,,,,,7
India,Uttarakhand,"Calendar Year (Jan - Dec), 2023",Kashipur,,,,,23
India,Uttarakhand,"Calendar Year (Jan - Dec), 2023",Rishikesh,,,,,11
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Amtala,,,,,28
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Asansol+Raniganj,,,,,29
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Baharampur,,,,,19
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Balurghat,,,,,19
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Bankura,,,,,14
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Bansberia (Tribeni),,,,,22
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Barasat,,,,,24
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Bardhaman,,,,,14
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Barrckpore,,,,,23
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Baruipur,,,,,29
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Birpara,,,,,19
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Bolpur,,,,,12
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Chinsura,,,,,21
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Coochbihar,,,,,17
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Dankuni,,,,,23
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Darjeeling,,,,,12
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Durgapur,,,,,28
India,West Bengal,"Calendar Year (Jan - Dec), 2023",English Bazaar/Malda,,,,,20
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Ghatal,,,,,19
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Haldia,,,,,19
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Howrah,,,,,30
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Jaigaon,,,,,22
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Jalpaiguri,,,,,19
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Jhargram,,,,,20
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Kalimpong,,,,,12
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Kalyani,,,,,21
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Kharagpur,,,,,25
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Kolkata,,,,,26
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Krishnanagar,,,,,19
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Madhyamgram,,,,,23
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Makhrapara /Alipurduar,,,,,17
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Medinipur,,,,,22
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Purulia,,,,,12
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Raigunj,,,,,20
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Rampurhat,,,,,13
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Ranaghat,,,,,20
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Rishra,,,,,24
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Sankrail,,,,,33
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Siliguri,,,,,26
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Suri,,,,,13
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Tamluk,,,,,23
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Uluberia,,,,,33
India,West Bengal,"Calendar Year (Jan - Dec), 2023",Uttarpara,,,,,20
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Amaravati,,,,,10
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Anatapur,,,,,19
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Chittor,,,,,13
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Eluru,,,,,18
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Guntur,,,,,17
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Kadapa,,,,,16
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Kakinada,,,,,15
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Kurnool,,,,,18
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Nellore,,,,,17
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Ongole,,,,,18
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Rajahmundry/Rajamahend ravaram,,,,,13
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Srikakulam,,,,,20
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Tirupati,,,,,22
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Vijayawada,,,,,18
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Visakhapatnam,,,,,33
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",Vizianagaram,,,,,19
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2022",Itanagar,,,,,11
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2022",Naharlagun,,,,,12
India,Assam,"Calendar Year (Jan - Dec), 2022",Bongaigaon,,,,,12
India,Assam,"Calendar Year (Jan - Dec), 2022",Brynihat,,,,,16
India,Assam,"Calendar Year (Jan - Dec), 2022",Daranga,,,,,15
India,Assam,"Calendar Year (Jan - Dec), 2022",Dibrugarh,,,,,11
India,Assam,"Calendar Year (Jan - Dec), 2022",Golaghat,,,,,11
India,Assam,"Calendar Year (Jan - Dec), 2022",Guwahati,,,,,8
India,Assam,"Calendar Year (Jan - Dec), 2022",Magherita,,,,,11
India,Assam,"Calendar Year (Jan - Dec), 2022",Nagaon,,,,,15
India,Assam,"Calendar Year (Jan - Dec), 2022",Nalbari,,,,,14
India,Assam,"Calendar Year (Jan - Dec), 2022",North Lakhimpur,,,,,15
India,Assam,"Calendar Year (Jan - Dec), 2022",Silcher,,,,,11
India,Assam,"Calendar Year (Jan - Dec), 2022",Sivasagar,,,,,10
India,Assam,"Calendar Year (Jan - Dec), 2022",Tezpur,,,,,15
India,Assam,"Calendar Year (Jan - Dec), 2022",Tinsukia,,,,,11
India,Bihar,"Calendar Year (Jan - Dec), 2022",Araria,,,,,46
India,Bihar,"Calendar Year (Jan - Dec), 2022",Arrah,,,,,65
India,Bihar,"Calendar Year (Jan - Dec), 2022",Aurangabad,,,,,25
India,Bihar,"Calendar Year (Jan - Dec), 2022",Begusarai,,,,,16
India,Bihar,"Calendar Year (Jan - Dec), 2022",Bettiah,,,,,24
India,Bihar,"Calendar Year (Jan - Dec), 2022",Bhagalpur,,,,,54
India,Bihar,"Calendar Year (Jan - Dec), 2022",Bihar Sharif,,,,,43
India,Bihar,"Calendar Year (Jan - Dec), 2022",Buxar,,,,,31
India,Bihar,"Calendar Year (Jan - Dec), 2022",Chhapra,,,,,37
India,Bihar,"Calendar Year (Jan - Dec), 2022",Darbhanga,,,,,20
India,Bihar,"Calendar Year (Jan - Dec), 2022",Gaya,,,,,38
India,Bihar,"Calendar Year (Jan - Dec), 2022",Hajipur,,,,,24
India,Bihar,"Calendar Year (Jan - Dec), 2022",Katihar,,,,,32
India,Bihar,"Calendar Year (Jan - Dec), 2022",Kishanganj,,,,,36
India,Bihar,"Calendar Year (Jan - Dec), 2022",Manguraha,,,,,26
India,Bihar,"Calendar Year (Jan - Dec), 2022",Motihari,,,,,31
India,Bihar,"Calendar Year (Jan - Dec), 2022",Munger,,,,,29
India,Bihar,"Calendar Year (Jan - Dec), 2022",Muzaffarpur,,,,,24
India,Bihar,"Calendar Year (Jan - Dec), 2022",Patna,,,,,32
India,Bihar,"Calendar Year (Jan - Dec), 2022",Purnia,,,,,45
India,Bihar,"Calendar Year (Jan - Dec), 2022",Rajgir,,,,,35
India,Bihar,"Calendar Year (Jan - Dec), 2022",Saharsa,,,,,43
India,Bihar,"Calendar Year (Jan - Dec), 2022",Samastipur,,,,,40
India,Bihar,"Calendar Year (Jan - Dec), 2022",Sasaram,,,,,53
India,Bihar,"Calendar Year (Jan - Dec), 2022",Siwan,,,,,56
India,Chandigarh,"Calendar Year (Jan - Dec), 2022",Chandigarh,,,,,27
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2022",Bilaspur,,,,,14
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2022",Durg Bhillainagar,,,,,13
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2022",Korba,,,,,18
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2022",Raigarh,,,,,13
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2022",Raipur,,,,,20
India,Delhi,"Calendar Year (Jan - Dec), 2022",Delhi,,,,,41
India,Goa,"Calendar Year (Jan - Dec), 2022",Amona,,,,,12
India,Goa,"Calendar Year (Jan - Dec), 2022",Assanora,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Bicholim,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Codli,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Cuncolim,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Honda,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Kundaim,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Mapusa,,,,,15
India,Goa,"Calendar Year (Jan - Dec), 2022",Margao,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Panaji,,,,,16
India,Goa,"Calendar Year (Jan - Dec), 2022",Ponda,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Sanguem,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Tilamol,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Tuem,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Usgao Pale,,,,,13
India,Goa,"Calendar Year (Jan - Dec), 2022",Vasco,,,,,15
India,Gujarat,"Calendar Year (Jan - Dec), 2022",Ahmedabad,,,,,33
India,Gujarat,"Calendar Year (Jan - Dec), 2022",Ankleshwar,,,,,32
India,Gujarat,"Calendar Year (Jan - Dec), 2022",Gandhinagar,,,,,13
India,Gujarat,"Calendar Year (Jan - Dec), 2022",Jamnagar,,,,,19
India,Gujarat,"Calendar Year (Jan - Dec), 2022",Nandesari,,,,,4
India,Gujarat,"Calendar Year (Jan - Dec), 2022",Rajkot,,,,,19
India,Gujarat,"Calendar Year (Jan - Dec), 2022",Surat,,,,,23
India,Gujarat,"Calendar Year (Jan - Dec), 2022",Vadodara,,,,,19
India,Gujarat,"Calendar Year (Jan - Dec), 2022",Vapi,,,,,9
India,Gujarat,"Calendar Year (Jan - Dec), 2022",Vatva,,,,,42
India,Haryana,"Calendar Year (Jan - Dec), 2022",Ambala,,,,,24
India,Haryana,"Calendar Year (Jan - Dec), 2022",Bahadurgarh,,,,,26
India,Haryana,"Calendar Year (Jan - Dec), 2022",Ballabgarh,,,,,14
India,Haryana,"Calendar Year (Jan - Dec), 2022",Bhiwani,,,,,21
India,Haryana,"Calendar Year (Jan - Dec), 2022",Charkhi Dadri,,,,,17
India,Haryana,"Calendar Year (Jan - Dec), 2022",Dharuhera,,,,,19
India,Haryana,"Calendar Year (Jan - Dec), 2022",Faridabad,,,,,20
India,Haryana,"Calendar Year (Jan - Dec), 2022",Fatehabad,,,,,22
India,Haryana,"Calendar Year (Jan - Dec), 2022",Gurgaon,,,,,24
India,Haryana,"Calendar Year (Jan - Dec), 2022",Hissar,,,,,40
India,Haryana,"Calendar Year (Jan - Dec), 2022",Jind,,,,,15
India,Haryana,"Calendar Year (Jan - Dec), 2022",Kaithal,,,,,14
India,Haryana,"Calendar Year (Jan - Dec), 2022",Karnal,,,,,12
India,Haryana,"Calendar Year (Jan - Dec), 2022",Kurukshetra,,,,,31
India,Haryana,"Calendar Year (Jan - Dec), 2022",Mandikhera,,,,,10
India,Haryana,"Calendar Year (Jan - Dec), 2022",Manesar,,,,,21
India,Haryana,"Calendar Year (Jan - Dec), 2022",Narnaul,,,,,26
India,Haryana,"Calendar Year (Jan - Dec), 2022",Palwal,,,,,14
India,Haryana,"Calendar Year (Jan - Dec), 2022",Panchukula Urban Estate,,,,,23
India,Haryana,"Calendar Year (Jan - Dec), 2022",Panipat,,,,,19
India,Haryana,"Calendar Year (Jan - Dec), 2022",Rohtak,,,,,45
India,Haryana,"Calendar Year (Jan - Dec), 2022",Sirsa,,,,,28
India,Haryana,"Calendar Year (Jan - Dec), 2022",Sonepat,,,,,19
India,Haryana,"Calendar Year (Jan - Dec), 2022",Yamuna Nagar,,,,,14
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022",Baddi,,,,,17
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022",Damtal,,,,,5
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022",Dharamshala,,,,,5
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022",Kala Amb,,,,,12
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022",Manali,,,,,7
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022",Nalagarh,,,,,13
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022",Parwanoo,,,,,5
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022",Poanta Sahib,,,,,11
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022",Shimla,,,,,8
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022",Sunder Nagar,,,,,5
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022",Una,,,,,8
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2022",Doda (J),,,,,
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2022",Jammu,,,,,20.54066406102970400610
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2022",Samba (J),,,,,
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2022",Srinagar (K),,,,,16.62815662083356990970
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2022",Udhampur (J),,,,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2022",Barajamda,,,,,22
India,Jharkhand,"Calendar Year (Jan - Dec), 2022",Dhanbad,,,,,35
India,Jharkhand,"Calendar Year (Jan - Dec), 2022",Jamshedpur,,,,,45
India,Jharkhand,"Calendar Year (Jan - Dec), 2022",Jharia,,,,,37
India,Jharkhand,"Calendar Year (Jan - Dec), 2022",Jorapokhar,,,,,14
India,Jharkhand,"Calendar Year (Jan - Dec), 2022",Ranchi,,,,,36
India,Jharkhand,"Calendar Year (Jan - Dec), 2022",Saraikela,,,,,45
India,Jharkhand,"Calendar Year (Jan - Dec), 2022",Sindri,,,,,22
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Bagalkote,,,,,9
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Bangalore,,,,,19
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Belgaum,,,,,19
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Bidar,,,,,5
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Bijapur / Vijayapura,,,,,10
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Chamarajanagar,,,,,17
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Chikkaballapur,,,,,22
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Chikkamagaluru,,,,,17
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Chitradurga,,,,,6
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Devanagere,,,,,16
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Gadag,,,,,13
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Gulbarga / Kalaburgi,,,,,20
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Hassan,,,,,25
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Haveri,,,,,8
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Hubli Dharwad,,,,,15
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Kolar,,,,,13
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Koppal,,,,,13
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Madikeri,,,,,4
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Mandya,,,,,14
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Mangalore,,,,,27
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Mysore,,,,,14
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Raichur,,,,,24
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Ramanagara,,,,,19
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Shimaga / Shivamogga,,,,,23
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Tumkuru,,,,,14
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Udupi,,,,,16
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Yadgir,,,,,12
India,Kerala,"Calendar Year (Jan - Dec), 2022",Alappuzha,,,,,5
India,Kerala,"Calendar Year (Jan - Dec), 2022",Eloor,,,,,18
India,Kerala,"Calendar Year (Jan - Dec), 2022",Ernakulam,,,,,26
India,Kerala,"Calendar Year (Jan - Dec), 2022",Kannur,,,,,14
India,Kerala,"Calendar Year (Jan - Dec), 2022",Kochi,,,,,17
India,Kerala,"Calendar Year (Jan - Dec), 2022",Kollam,,,,,16
India,Kerala,"Calendar Year (Jan - Dec), 2022",Kottayam,,,,,10
India,Kerala,"Calendar Year (Jan - Dec), 2022",Kozhikode,,,,,14
India,Kerala,"Calendar Year (Jan - Dec), 2022",Mallappuram,,,,,15
India,Kerala,"Calendar Year (Jan - Dec), 2022",Palakkad,,,,,5
India,Kerala,"Calendar Year (Jan - Dec), 2022",Pathanamthitta,,,,,5
India,Kerala,"Calendar Year (Jan - Dec), 2022",Thiruvalla,,,,,5
India,Kerala,"Calendar Year (Jan - Dec), 2022",Thiruvanantapuram,,,,,12
India,Kerala,"Calendar Year (Jan - Dec), 2022",Thrissur,,,,,18
India,Kerala,"Calendar Year (Jan - Dec), 2022",Wayanad,,,,,5
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Doda (J),,,,,
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Jammu,,,,,0.45933593897029599390
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Samba (J),,,,,
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Srinagar (K),,,,,0.37184337916643009030
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Udhampur (J),,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Amlai,,,,,18
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Bhopal,,,,,22
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Chindwara,,,,,17
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Damoh,,,,,5
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Dewas,,,,,23
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Gwalior,,,,,27
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Indore,,,,,49
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Jabalpur,,,,,30
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Katni,,,,,27
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Maihar,,,,,10
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Mandideep,,,,,38
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Nagda,,,,,5
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Pithampur,,,,,14
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Ratlam,,,,,27
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Rewa,,,,,21
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Sagar,,,,,19
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Satna,,,,,13
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Singrauli,,,,,71
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Ujjain,,,,,16
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Akola,,,,,14
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Ambernath,,,,,47
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Amravati,,,,,15
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Aurangabad,,,,,26
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Badlapur,,,,,57
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Bhiwandi,,,,,41
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Chandrapur,,,,,27
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Dombivali / Kalyan,,,,,28
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Jalgaon,,,,,20
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Jalna,,,,,45
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Kolhapur,,,,,25
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Latur,,,,,16
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Mumbai,,,,,29
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Nagpur,,,,,22
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Nanded,,,,,42
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Nashik,,,,,27
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Navi Mumbai,,,,,44
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Pimpri Chinchwad,,,,,42
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Pune,,,,,64
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Roha,,,,,24
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Sangli,,,,,35
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Solapur,,,,,24
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Tarapur,,,,,56
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Thane,,,,,42
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Ulhas Nagar,,,,,53
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Vasai virar,,,,,19
India,Manipur,"Calendar Year (Jan - Dec), 2022",Imphal,,,,,8
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Byraihat,,,,,19
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Dawki,,,,,12
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Khlihriat,,,,,10
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Nongstoin,,,,,11
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Shillong,,,,,13
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Tura,,,,,7
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Umaim,,,,,8
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Aizwal,,,,,4
